Reading Duration;Conversion Duration;Sorting Duration;Compression Duration;Aggregation Duration;Writing Duration;Total Duration;Packet Handling Time;Packets per Second;Packet Count;Total File Size;Bytes per Packet;File Count
24359687783;24359947995;24392283143;24853230426;24978282250;25693093732;25862097986;252;3968253;102599774;1781193898;17.3606;12
23823569287;23823622259;23935114329;24421061680;24585864412;25279357084;25640129862;249;4016064;102599774;1771593846;17.267;12
24034775460;24034826844;24130716536;24638210478;24807621968;25524776098;25850529615;251;3984063;102599774;1773494830;17.2856;12
24086548677;24086629651;24156240443;24691234243;24830392176;25544259372;25822557648;251;3984063;102599774;1776222622;17.3121;12
24178367941;24178449714;24201188496;24717550509;24847284870;25559461349;25794782275;251;3984063;102599774;1778552506;17.3349;12
22521639262;22521736461;22573606217;23113623797;23317781998;24071593467;24302420046;236;4237288;102599774;1766170270;17.2142;12
24212703369;24212804394;24237539767;24756231006;24884192789;25593469102;25801399777;251;3984063;102599774;1779207782;17.3412;12
24374416239;24374496913;24409377092;24862104658;24992981029;25693243825;25853098638;251;3984063;102599774;1781555138;17.3641;12
23755402939;23755494730;23860412511;24339992334;24503420785;25168230042;25497351361;248;4032258;102599774;1771523654;17.2664;12
23820473380;23820596612;23928034826;24414019383;24572355481;25265911237;25609744961;249;4016064;102599774;1771747002;17.2685;12
